"school","sex","age","address.type","famsize","divorced","mom.edu","dad.edu","mom.occ","dad.occ","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher.edu","home.internet","romantic","famrel","freetime","goout","weekday.alc","weekend.alc","health.status","absences","first.period.grade","second.period.grade","final.grade","drinking1","drinking2","drinking"
"GP","F",19,"R","greater than 3","0","middle school","high school","other","other","reputation","other",1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,65,55,55,5,2,1
"GP","F",18,"U","greater than 3","0","middle school","elementary school","services","other","course","mother",2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,40,40,0,5,4,1.5
"GP","F",18,"U","greater than 3","0","university or higher","high school","other","other","course","mother",1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,45,50,45,5,2,1
"GP","F",17,"R","greater than 3","0","high school","university or higher","at_home","services","course","father",1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,55,55,50,10,10,3.5
"GP","F",18,"U","greater than 3","0","university or higher","university or higher","teacher","other","course","mother",1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,55,55,55,15,6,3
"GP","F",17,"U","greater than 3","1","university or higher","high school","services","services","course","mother",1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,65,65,65,5,4,1.5
"GP","F",17,"U","greater than 3","0","middle school","middle school","other","other","course","mother",1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,55,45,45,5,2,1
"GP","F",17,"R","less than or equal to 3","0","middle school","middle school","services","services","course","mother",1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,55,55,55,10,4,2
"GP","F",17,"U","greater than 3","0","high school","elementary school","services","services","course","father",1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,60,70,75,10,6,2.5
"GP","F",17,"U","less than or equal to 3","0","no education","middle school","at_home","at_home","home","father",2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,80,75,75,10,6,2.5
"GP","M",18,"U","greater than 3","0","university or higher","university or higher","other","other","course","mother",1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,45,60,55,10,4,2
"GP","M",17,"U","greater than 3","0","high school","high school","other","services","reputation","mother",1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,70,75,80,15,10,4
"GP","M",17,"R","greater than 3","0","middle school","middle school","services","other","course","mother",4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,55,50,50,25,10,5
"GP","F",17,"U","greater than 3","0","university or higher","university or higher","teacher","services","course","mother",1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,50,45,45,5,6,2
"GP","F",17,"U","greater than 3","0","university or higher","university or higher","teacher","teacher","course","mother",2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,70,70,70,5,4,1.5
"GP","M",18,"U","less than or equal to 3","0","middle school","middle school","other","other","course","mother",1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,45,40,40,10,8,3
"GP","F",17,"R","greater than 3","0","middle school","university or higher","at_home","other","course","father",1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,60,70,70,5,2,1
"GP","F",18,"U","greater than 3","0","high school","high school","services","services","home","mother",1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,35,0,0,5,2,1
"GP","F",18,"U","less than or equal to 3","0","middle school","middle school","other","other","home","other",1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,40,40,0,5,2,1
"GP","F",18,"R","greater than 3","0","middle school","middle school","at_home","other","course","mother",2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,50,45,0,5,2,1
"GP","F",17,"U","greater than 3","0","high school","university or higher","services","other","course","mother",1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,80,75,75,5,6,2
"GP","F",19,"R","greater than 3","1","high school","elementary school","services","at_home","home","other",1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,70,65,65,5,4,1.5
"GP","F",17,"U","greater than 3","0","high school","middle school","other","other","home","mother",1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,35,40,0,10,6,2.5
"GP","F",18,"U","less than or equal to 3","0","high school","high school","services","services","home","mother",1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,80,75,85,5,2,1
"GP","F",17,"R","greater than 3","1","high school","middle school","other","other","home","mother",1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,45,50,50,10,6,2.5
"GP","F",19,"U","greater than 3","0","middle school","elementary school","services","services","home","other",1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,55,60,55,5,6,2
"GP","M",18,"U","greater than 3","0","university or higher","university or higher","teacher","services","home","father",1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,50,50,0,10,4,2
"GP","M",18,"U","less than or equal to 3","0","high school","university or higher","services","other","home","mother",1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,80,75,75,5,6,2
"GP","F",17,"U","greater than 3","1","middle school","middle school","at_home","at_home","home","father",1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,45,40,0,5,4,1.5
"GP","F",18,"U","greater than 3","0","middle school","high school","at_home","other","course","mother",1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,55,50,50,5,4,1.5
"GP","F",18,"U","greater than 3","0","high school","middle school","other","services","other","mother",1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,65,65,70,10,6,2.5
"GP","M",18,"R","greater than 3","0","university or higher","high school","teacher","services","course","mother",1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,80,75,80,5,4,1.5
"GP","M",18,"U","greater than 3","0","university or higher","high school","teacher","other","course","mother",1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,50,50,45,10,6,2.5
"GP","F",17,"U","greater than 3","0","university or higher","high school","health","other","reputation","mother",1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,65,75,75,5,6,2
"MS","M",18,"R","greater than 3","0","high school","middle school","other","other","course","mother",2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,55,65,65,25,10,5
"MS","M",19,"R","greater than 3","0","elementary school","elementary school","other","services","home","other",3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,40,35,40,15,6,3
"MS","M",17,"U","greater than 3","0","high school","high school","health","other","course","mother",2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,65,65,65,10,6,2.5
"MS","M",18,"U","less than or equal to 3","0","elementary school","high school","at_home","services","course","mother",1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7,40,35,40,10,6,2.5
"MS","M",19,"R","greater than 3","0","elementary school","elementary school","other","other","home","other",3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,40,40,40,15,6,3
"MS","M",17,"R","greater than 3","0","university or higher","high school","services","other","home","mother",2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,65,55,55,5,6,2
"MS","F",18,"U","greater than 3","0","high school","high school","services","services","course","father",1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,50,45,45,5,2,1
"MS","F",17,"R","greater than 3","0","university or higher","university or higher","teacher","services","other","father",2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,60,65,65,5,4,1.5
"MS","F",17,"U","less than or equal to 3","1","high school","middle school","services","other","reputation","mother",2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,60,60,55,5,4,1.5
"MS","M",18,"U","less than or equal to 3","0","elementary school","elementary school","other","services","home","father",2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,50,50,50,5,4,1.5
"MS","F",18,"U","less than or equal to 3","0","elementary school","elementary school","at_home","services","course","father",2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,90,80,80,5,2,1
"MS","F",18,"R","less than or equal to 3","1","elementary school","university or higher","at_home","other","course","mother",3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,65,65,65,5,8,2.5
"MS","M",18,"R","less than or equal to 3","0","elementary school","elementary school","at_home","other","other","mother",2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,65,60,60,10,6,2.5
"MS","F",18,"U","greater than 3","0","high school","high school","services","services","other","mother",2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,55,55,50,5,6,2
"MS","F",17,"U","less than or equal to 3","0","university or higher","university or higher","at_home","at_home","course","mother",1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,80,75,75,5,2,1
"MS","F",17,"R","greater than 3","0","elementary school","middle school","other","services","course","father",2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,60,55,60,5,4,1.5
"MS","M",18,"R","greater than 3","0","elementary school","high school","at_home","other","course","mother",2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,50,50,50,10,8,3
"MS","M",18,"U","less than or equal to 3","0","university or higher","university or higher","teacher","services","other","mother",2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,65,65,65,10,4,2
"MS","F",17,"R","greater than 3","0","elementary school","elementary school","other","services","reputation","mother",3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,35,30,0,5,4,1.5
"MS","F",18,"U","greater than 3","0","middle school","high school","at_home","services","course","father",2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,55,50,50,5,4,1.5
"MS","F",18,"R","greater than 3","0","university or higher","university or higher","other","teacher","other","father",3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,70,60,55,20,4,3
"MS","F",19,"U","less than or equal to 3","0","high school","middle school","services","services","home","other",2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4,35,35,45,5,2,1
"MS","M",18,"R","less than or equal to 3","0","elementary school","middle school","at_home","services","other","father",3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,70,60,60,10,6,2.5
"MS","F",17,"U","greater than 3","0","middle school","middle school","other","at_home","home","mother",1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,65,55,55,5,2,1
"MS","F",17,"R","greater than 3","0","elementary school","middle school","other","other","course","mother",1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,30,25,25,5,6,2
"MS","F",18,"R","less than or equal to 3","0","university or higher","university or higher","other","other","reputation","mother",2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,95,90,95,5,2,1
"MS","F",18,"R","greater than 3","0","elementary school","elementary school","other","other","home","mother",4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,40,40,50,5,4,1.5
"MS","F",20,"U","greater than 3","0","university or higher","middle school","health","other","course","other",2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,75,70,75,5,2,1
"MS","F",18,"R","less than or equal to 3","0","university or higher","university or higher","teacher","services","course","mother",1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,40,45,50,15,8,3.5
"MS","F",18,"U","greater than 3","0","high school","high school","other","other","home","mother",1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,75,75,75,5,4,1.5
"MS","F",17,"R","greater than 3","0","high school","elementary school","at_home","other","reputation","mother",1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17,50,50,50,10,6,2.5
"MS","M",18,"U","greater than 3","0","university or higher","university or higher","teacher","teacher","home","father",1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4,75,70,70,5,8,2.5
"MS","M",18,"R","greater than 3","0","middle school","elementary school","other","other","other","mother",2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5,35,30,35,5,6,2
"MS","M",17,"U","greater than 3","0","middle school","high school","other","services","home","father",2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2,55,55,50,5,2,1
"MS","M",19,"R","greater than 3","0","elementary school","elementary school","other","services","other","mother",2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,30,25,0,5,6,2
"MS","M",18,"R","greater than 3","0","university or higher","middle school","other","other","home","father",2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,14,30,25,25,20,6,3.5
"MS","F",18,"R","greater than 3","0","middle school","middle school","at_home","other","other","mother",2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2,50,45,50,5,6,2
"MS","F",18,"R","greater than 3","0","university or higher","university or higher","teacher","at_home","reputation","mother",3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7,30,25,30,10,4,2
"MS","F",19,"R","greater than 3","0","middle school","high school","services","other","course","mother",1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0,35,25,0,5,4,1.5
"MS","F",18,"U","less than or equal to 3","0","high school","elementary school","teacher","services","course","mother",1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,35,45,40,5,2,1
"MS","F",18,"U","greater than 3","0","elementary school","elementary school","other","other","course","mother",2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0,30,25,0,5,2,1
"MS","M",20,"U","less than or equal to 3","1","middle school","middle school","services","services","course","other",1,2,2,0,1,1,0,1,1,0,0,5,5,4,4,5,4,11,45,45,45,20,10,4.5
"MS","M",17,"U","less than or equal to 3","0","high school","elementary school","services","services","course","mother",2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,70,80,80,15,8,3.5
"MS","M",21,"R","greater than 3","0","elementary school","elementary school","other","other","course","other",1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3,50,40,35,15,6,3
"MS","M",18,"R","less than or equal to 3","0","high school","middle school","services","other","course","mother",3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0,55,60,50,15,8,3.5
"MS","M",19,"U","less than or equal to 3","0","elementary school","elementary school","other","at_home","course","father",1,1,0,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5,40,45,45,15,6,3
"GP","F",18,"U","greater than 3","1","university or higher","university or higher","at_home","teacher","course","mother",2,2,0,1,0,0,0,1,1,0,0,4,3,4,1,1,3,4,0,55,55,5,2,1
"GP","F",17,"U","greater than 3","0","elementary school","elementary school","at_home","other","course","father",1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,1,3,2,45,55,55,5,2,1
"GP","F",15,"U","less than or equal to 3","0","elementary school","elementary school","at_home","other","other","mother",1,2,0,1,0,0,0,1,1,1,0,4,3,2,2,3,3,6,60,65,60,10,6,2.5
"GP","F",15,"U","greater than 3","0","university or higher","middle school","health","services","home","mother",1,3,0,0,1,0,1,1,1,1,1,3,2,2,1,1,5,0,70,70,70,5,2,1
"GP","F",16,"U","greater than 3","0","high school","high school","other","other","home","father",1,2,0,0,1,0,0,1,1,0,0,4,3,2,1,2,5,0,55,65,65,5,4,1.5
"GP","M",16,"U","less than or equal to 3","0","university or higher","high school","services","other","reputation","mother",1,2,0,0,1,0,1,1,1,1,0,5,4,2,1,2,5,6,60,60,65,5,4,1.5
"GP","M",16,"U","less than or equal to 3","0","middle school","middle school","other","other","home","mother",1,2,0,0,0,0,0,1,1,1,0,4,4,4,1,1,3,0,65,60,65,5,2,1
"GP","F",17,"U","greater than 3","1","university or higher","university or higher","other","teacher","home","mother",2,2,0,1,1,0,0,1,1,0,0,4,1,4,1,1,1,2,50,65,65,5,2,1
"GP","M",15,"U","less than or equal to 3","1","high school","middle school","services","other","home","mother",1,2,0,0,1,0,0,1,1,1,0,4,2,2,1,1,1,0,75,80,85,5,2,1
"GP","M",15,"U","greater than 3","0","high school","university or higher","other","other","home","mother",1,2,0,0,1,0,1,1,1,1,0,5,5,1,1,1,5,0,60,60,65,5,2,1
"GP","F",15,"U","greater than 3","0","university or higher","university or higher","teacher","health","reputation","mother",1,2,0,0,1,0,0,1,1,1,0,3,3,3,1,2,2,2,70,70,70,5,4,1.5
"GP","F",15,"U","greater than 3","0","middle school","elementary school","services","other","reputation","father",3,3,0,0,1,0,1,1,1,1,0,5,2,2,1,1,4,0,50,60,65,5,2,1
"GP","M",15,"U","less than or equal to 3","0","university or higher","university or higher","health","services","course","father",1,1,0,0,1,0,1,1,1,1,0,4,3,3,1,3,5,0,60,65,60,5,6,2
"GP","M",15,"U","greater than 3","0","university or higher","high school","teacher","other","course","mother",2,2,0,0,1,0,0,1,1,1,0,5,4,3,1,2,3,0,60,60,65,5,4,1.5
"GP","M",15,"U","greater than 3","1","middle school","middle school","other","other","home","other",1,3,0,0,1,0,0,1,1,1,1,4,5,2,1,1,3,0,70,70,75,5,2,1
"GP","F",16,"U","greater than 3","0","university or higher","university or higher","health","other","home","mother",1,1,0,0,1,0,0,1,1,1,0,4,4,4,1,2,2,6,85,85,85,5,4,1.5
"GP","F",16,"U","greater than 3","0","university or higher","university or higher","services","services","reputation","mother",1,3,0,0,1,0,1,1,1,1,0,3,2,3,1,2,2,10,65,65,70,5,4,1.5
"GP","F",16,"U","greater than 3","0","high school","high school","other","other","reputation","mother",3,2,0,1,1,0,1,1,1,0,0,5,3,2,1,1,4,2,65,70,70,5,2,1
"GP","M",17,"U","greater than 3","0","high school","middle school","services","services","course","mother",1,1,3,0,1,1,1,1,1,1,0,5,5,5,2,4,5,2,40,40,35,10,8,3
"GP","M",16,"U","less than or equal to 3","0","university or higher","high school","health","other","home","father",1,1,0,0,0,0,1,1,1,1,0,3,1,3,1,3,5,6,60,60,60,5,6,2
"GP","M",15,"U","greater than 3","0","university or higher","high school","teacher","other","reputation","mother",1,2,0,0,0,0,0,1,1,1,0,4,4,1,1,1,1,0,60,65,70,5,2,1
"GP","M",15,"U","greater than 3","0","university or higher","university or higher","health","health","other","father",1,1,0,0,1,1,0,1,1,1,0,5,4,2,1,1,5,0,55,60,60,5,2,1
"GP","M",16,"U","less than or equal to 3","0","university or higher","middle school","teacher","other","course","mother",1,2,0,0,0,0,1,1,1,1,0,4,5,1,1,3,5,0,60,65,70,5,6,2
"GP","M",16,"U","less than or equal to 3","0","middle school","middle school","other","other","reputation","mother",2,2,0,0,1,0,1,1,1,1,0,5,4,4,2,4,5,2,50,50,50,10,8,3
"GP","F",15,"R","greater than 3","0","middle school","university or higher","services","health","course","mother",1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,50,55,50,5,2,1
"GP","F",16,"U","greater than 3","0","middle school","middle school","services","services","home","mother",1,1,0,0,1,0,0,0,1,1,0,1,2,2,1,3,5,6,50,55,60,5,6,2
"GP","M",15,"U","greater than 3","0","middle school","middle school","other","other","home","mother",1,1,0,0,1,0,0,1,1,1,0,4,2,2,1,2,5,8,55,60,60,5,4,1.5
"GP","M",15,"U","greater than 3","0","university or higher","middle school","health","services","other","mother",1,1,0,0,0,0,0,1,1,1,0,2,2,4,2,4,1,0,55,55,55,10,8,3
"GP","M",16,"U","less than or equal to 3","1","high school","university or higher","services","other","home","mother",1,2,0,1,1,1,1,1,1,1,0,5,3,3,1,1,5,2,60,60,65,5,2,1
"GP","M",16,"U","greater than 3","0","university or higher","university or higher","teacher","teacher","home","mother",1,2,0,0,1,1,1,1,1,1,1,4,4,5,5,5,5,4,60,55,60,25,10,5
"GP","M",15,"U","greater than 3","0","university or higher","university or higher","health","services","home","mother",1,2,0,0,1,1,0,0,1,1,0,5,4,2,3,4,5,0,50,55,55,15,8,3.5
"GP","M",15,"U","greater than 3","0","university or higher","university or higher","services","services","reputation","mother",2,2,0,0,1,0,1,1,1,1,0,4,3,1,1,1,5,2,75,75,75,5,2,1
"GP","M",15,"R","greater than 3","0","university or higher","high school","teacher","at_home","course","mother",1,2,0,0,1,0,1,1,1,1,1,4,5,2,1,1,5,0,65,70,75,5,2,1
"GP","M",15,"U","less than or equal to 3","0","high school","high school","other","other","course","mother",1,2,0,0,0,0,1,0,1,1,0,5,3,2,1,1,2,0,65,60,60,5,2,1
"GP","M",16,"U","greater than 3","0","high school","middle school","other","other","home","mother",1,1,0,0,1,0,0,0,1,1,0,5,4,3,1,1,5,4,60,60,60,5,2,1
"GP","F",15,"U","greater than 3","0","middle school","high school","other","other","other","father",2,1,0,0,1,0,1,1,1,0,0,3,5,1,1,1,5,4,55,55,55,5,2,1
"GP","M",15,"U","less than or equal to 3","0","university or higher","high school","teacher","services","home","mother",1,3,0,0,1,0,1,1,1,1,0,5,4,3,1,1,4,0,70,70,70,5,2,1
"GP","M",16,"R","greater than 3","1","university or higher","university or higher","other","teacher","reputation","mother",2,3,0,0,1,0,1,1,1,1,1,2,4,3,1,1,5,4,65,65,65,5,2,1
"GP","F",15,"R","greater than 3","0","high school","university or higher","services","health","course","mother",1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,55,60,60,5,2,1
"GP","F",15,"R","greater than 3","0","middle school","middle school","at_home","other","reputation","mother",1,1,0,1,1,0,1,1,1,0,0,4,3,1,1,1,2,8,70,65,60,5,2,1
"GP","F",16,"U","less than or equal to 3","0","middle school","middle school","other","other","home","mother",2,2,0,0,1,0,1,0,1,1,1,3,3,3,1,2,3,16,55,55,50,5,4,1.5
"GP","M",15,"U","less than or equal to 3","0","university or higher","university or higher","teacher","other","home","other",1,1,0,0,1,0,0,0,1,1,1,5,4,3,2,4,5,8,50,55,55,10,8,3
"GP","M",15,"U","greater than 3","0","university or higher","university or higher","services","teacher","course","father",1,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,5,0,70,75,75,5,2,1
"GP","M",15,"U","greater than 3","0","middle school","middle school","services","services","course","father",1,1,0,1,1,0,0,1,1,1,0,5,4,1,1,1,1,0,45,50,50,5,2,1
"GP","F",16,"U","less than or equal to 3","0","middle school","middle school","other","at_home","course","father",2,2,1,1,0,0,1,1,1,1,0,4,3,3,2,2,5,14,50,55,55,10,4,2
"GP","F",15,"U","less than or equal to 3","1","university or higher","high school","other","other","course","mother",1,2,0,1,1,1,1,1,1,1,1,5,2,2,1,1,5,4,50,55,55,5,2,1
"GP","F",16,"U","less than or equal to 3","1","high school","high school","other","services","home","mother",1,2,0,0,1,0,0,1,1,1,0,2,3,5,1,4,3,6,65,60,65,5,8,2.5
"GP","M",16,"U","greater than 3","0","university or higher","high school","health","services","reputation","mother",1,4,0,0,0,0,1,1,1,1,0,4,2,2,1,1,2,2,85,85,85,5,2,1
"GP","M",15,"U","greater than 3","0","university or higher","middle school","teacher","other","home","mother",1,2,0,0,1,0,0,1,1,0,0,4,3,3,2,2,5,4,55,60,65,10,4,2
"GP","F",15,"U","greater than 3","0","university or higher","university or higher","services","teacher","other","father",1,2,0,1,1,0,1,0,1,1,0,4,4,4,1,1,3,2,65,60,60,5,2,1
"GP","F",16,"U","less than or equal to 3","0","middle school","middle school","services","services","course","mother",3,2,0,0,1,0,0,1,1,1,0,4,3,3,2,3,4,0,70,65,65,10,6,2.5
"GP","F",15,"U","less than or equal to 3","0","university or higher","middle school","health","other","other","mother",1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,5,0,80,70,80,5,2,1
"GP","M",15,"U","less than or equal to 3","1","university or higher","middle school","health","health","other","father",2,1,0,0,0,0,0,1,1,0,0,5,5,5,3,4,5,4,50,45,45,15,8,3.5
"GP","F",15,"U","greater than 3","0","university or higher","university or higher","services","services","course","mother",1,1,0,1,1,0,0,1,1,1,0,3,3,4,2,3,5,0,65,60,60,10,6,2.5
"GP","F",15,"U","less than or equal to 3","1","high school","high school","other","other","other","mother",1,1,0,0,0,0,0,1,1,1,0,5,3,4,4,4,1,0,65,60,65,20,8,4
"GP","F",16,"U","greater than 3","1","middle school","elementary school","other","other","other","mother",1,2,0,0,0,0,1,1,1,1,1,5,3,4,1,1,2,2,60,65,60,5,2,1
"GP","F",15,"U","greater than 3","1","university or higher","high school","services","services","reputation","mother",1,2,0,0,1,0,1,1,1,1,0,4,3,2,1,1,1,0,75,70,75,5,2,1
"GP","M",15,"U","greater than 3","0","university or higher","university or higher","teacher","health","reputation","mother",1,2,0,0,1,0,1,1,1,0,0,3,2,2,1,1,5,8,75,75,80,5,2,1
"GP","M",15,"U","less than or equal to 3","0","elementary school","middle school","other","at_home","home","father",1,2,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,0,70,65,70,5,2,1
"GP","F",16,"U","greater than 3","0","university or higher","middle school","services","other","course","mother",1,2,0,0,1,1,0,1,1,1,0,4,2,3,1,1,5,2,80,75,80,5,2,1
"GP","F",16,"R","greater than 3","0","university or higher","university or higher","health","teacher","other","mother",1,2,0,0,1,0,1,1,1,0,0,2,4,4,2,3,4,0,85,80,80,10,6,2.5
"GP","F",16,"U","greater than 3","0","elementary school","elementary school","services","services","course","father",4,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,0,50,50,80,25,10,5
"GP","F",16,"U","less than or equal to 3","0","elementary school","middle school","other","services","reputation","father",1,2,0,1,0,0,1,1,1,1,0,4,4,3,1,1,1,0,65,65,50,5,2,1
"GP","F",16,"U","greater than 3","0","university or higher","high school","teacher","health","home","mother",1,3,0,1,1,0,1,1,1,1,0,3,4,4,2,4,4,0,70,65,65,10,8,3
"GP","F",15,"U","less than or equal to 3","0","university or higher","high school","services","services","reputation","father",1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0,65,60,60,10,8,3
"GP","F",16,"U","less than or equal to 3","0","university or higher","high school","teacher","services","course","mother",3,2,0,0,1,0,1,1,1,1,0,5,4,3,1,2,1,2,80,75,80,5,4,1.5
"GP","M",15,"U","greater than 3","1","university or higher","university or higher","other","services","reputation","mother",1,4,0,0,1,0,1,0,1,1,1,1,3,3,5,5,3,0,55,60,60,25,10,5
"GP","F",16,"U","greater than 3","0","high school","elementary school","services","other","course","mother",1,4,0,1,1,0,0,1,1,1,0,4,3,3,1,2,5,0,50,45,50,5,4,1.5
"GP","F",15,"R","less than or equal to 3","0","middle school","middle school","health","services","reputation","mother",2,2,0,1,1,0,0,1,1,1,0,4,1,3,1,3,4,0,55,50,55,5,6,2
"GP","F",15,"R","less than or equal to 3","0","high school","elementary school","other","other","reputation","father",2,4,0,0,1,0,0,0,1,1,0,4,4,2,2,3,3,6,75,75,75,10,6,2.5
"GP","M",16,"U","greater than 3","0","high school","elementary school","other","other","reputation","father",2,4,0,0,1,0,0,1,1,1,0,4,3,2,1,1,5,2,65,55,55,5,2,1
"GP","M",15,"U","greater than 3","0","university or higher","middle school","other","other","course","mother",1,4,0,0,0,0,0,1,1,1,0,3,3,3,1,1,3,0,55,45,50,5,2,1
"GP","F",15,"R","greater than 3","0","elementary school","elementary school","other","other","reputation","mother",1,2,0,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2,65,55,55,10,8,3
"GP","M",16,"U","greater than 3","0","high school","elementary school","other","other","reputation","mother",1,1,0,0,0,0,1,1,1,0,0,5,3,2,2,2,5,0,65,65,70,10,4,2
"GP","F",16,"U","greater than 3","0","high school","high school","other","services","home","mother",1,2,0,1,1,0,1,1,1,1,0,4,3,3,2,4,5,4,55,55,55,10,8,3
"GP","M",15,"U","greater than 3","0","university or higher","high school","teacher","other","home","mother",1,2,0,0,1,0,1,1,1,1,0,4,3,3,2,3,5,0,55,55,55,10,6,2.5
"GP","M",15,"U","greater than 3","0","university or higher","no education","teacher","other","course","mother",2,4,0,0,0,0,1,1,1,1,0,3,4,3,1,1,1,0,60,55,55,5,2,1
"GP","F",16,"U","greater than 3","0","middle school","middle school","other","other","reputation","mother",1,4,0,0,0,0,0,1,1,1,1,5,2,3,1,3,3,1,65,65,65,5,6,2
"GP","M",17,"U","greater than 3","0","middle school","elementary school","other","other","home","mother",2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,0,45,45,50,5,2,1
